name,seed_id,crop_id,fruit_id,fruit_count,level,asset_name,rarity,image_role,phase_index,phase_name,image_path,image_url,local_path,phase_slot,seconds
琉璃宝荷,21032,1021032,41032,192,200,Crop_1032,4,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,琉璃宝荷/琉璃宝荷_01_种子.png,Seed,8640
琉璃宝荷,21032,1021032,41032,192,200,Crop_1032,4,phase,2,发芽,plant/model/v4/Crop_1032_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1032_2.png,琉璃宝荷/琉璃宝荷_02_发芽.png,2,8640
琉璃宝荷,21032,1021032,41032,192,200,Crop_1032,4,phase,3,小叶子,plant/model/v4/Crop_1032_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1032_3.png,琉璃宝荷/琉璃宝荷_03_小叶子.png,3,8640
琉璃宝荷,21032,1021032,41032,192,200,Crop_1032,4,phase,4,大叶子,plant/model/v4/Crop_1032_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1032_4.png,琉璃宝荷/琉璃宝荷_04_大叶子.png,4,8640
琉璃宝荷,21032,1021032,41032,192,200,Crop_1032,4,phase,5,花蕾,plant/model/v4/Crop_1032_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1032_5.png,琉璃宝荷/琉璃宝荷_05_花蕾.png,5,8640
琉璃宝荷,21032,1021032,41032,192,200,Crop_1032,4,phase,6,盛开,plant/model/v4/Crop_1032_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1032_6.png,琉璃宝荷/琉璃宝荷_06_盛开.png,6,0
凌霄花,26127,1026127,46127,48,41,Crop_6127,3,thumb,0,作物图,plant/model/v4/Crop_6127_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6127_Seed.png,凌霄花/凌霄花_00_作物图.png,,
凌霄花,26127,1026127,46127,48,41,Crop_6127,3,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,凌霄花/凌霄花_01_种子.png,Seed,8640
凌霄花,26127,1026127,46127,48,41,Crop_6127,3,phase,2,发芽,plant/model/v4/Crop_6127_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6127_2.png,凌霄花/凌霄花_02_发芽.png,2,8640
凌霄花,26127,1026127,46127,48,41,Crop_6127,3,phase,3,小叶子,plant/model/v4/Crop_6127_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6127_3.png,凌霄花/凌霄花_03_小叶子.png,3,8640
凌霄花,26127,1026127,46127,48,41,Crop_6127,3,phase,4,大叶子,plant/model/v4/Crop_6127_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6127_4.png,凌霄花/凌霄花_04_大叶子.png,4,8640
凌霄花,26127,1026127,46127,48,41,Crop_6127,3,phase,5,花蕾,plant/model/v4/Crop_6127_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6127_5.png,凌霄花/凌霄花_05_花蕾.png,5,8640
凌霄花,26127,1026127,46127,48,41,Crop_6127,3,phase,6,盛开,plant/model/v4/Crop_6127_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6127_6.png,凌霄花/凌霄花_06_盛开.png,6,0
地涌金莲,20267,1020267,40267,48,41,Crop_267,3,thumb,0,作物图,plant/model/v4/Crop_267_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_267_Seed.png,地涌金莲/地涌金莲_00_作物图.png,,
地涌金莲,20267,1020267,40267,48,41,Crop_267,3,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,地涌金莲/地涌金莲_01_种子.png,Seed,8640
地涌金莲,20267,1020267,40267,48,41,Crop_267,3,phase,2,发芽,plant/model/v4/Crop_267_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_267_2.png,地涌金莲/地涌金莲_02_发芽.png,2,8640
地涌金莲,20267,1020267,40267,48,41,Crop_267,3,phase,3,小叶子,plant/model/v4/Crop_267_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_267_3.png,地涌金莲/地涌金莲_03_小叶子.png,3,8640
地涌金莲,20267,1020267,40267,48,41,Crop_267,3,phase,4,大叶子,plant/model/v4/Crop_267_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_267_4.png,地涌金莲/地涌金莲_04_大叶子.png,4,8640
地涌金莲,20267,1020267,40267,48,41,Crop_267,3,phase,5,花蕾,plant/model/v4/Crop_267_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_267_5.png,地涌金莲/地涌金莲_05_花蕾.png,5,8640
地涌金莲,20267,1020267,40267,48,41,Crop_267,3,phase,6,盛开,plant/model/v4/Crop_267_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_267_6.png,地涌金莲/地涌金莲_06_盛开.png,6,0
孔雀草,20257,1020257,40257,48,41,Crop_257,3,thumb,0,作物图,plant/model/v4/Crop_257_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_257_Seed.png,孔雀草/孔雀草_00_作物图.png,,
孔雀草,20257,1020257,40257,48,41,Crop_257,3,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,孔雀草/孔雀草_01_种子.png,Seed,8640
孔雀草,20257,1020257,40257,48,41,Crop_257,3,phase,2,发芽,plant/model/v4/Crop_257_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_257_2.png,孔雀草/孔雀草_02_发芽.png,2,8640
孔雀草,20257,1020257,40257,48,41,Crop_257,3,phase,3,小叶子,plant/model/v4/Crop_257_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_257_3.png,孔雀草/孔雀草_03_小叶子.png,3,8640
孔雀草,20257,1020257,40257,48,41,Crop_257,3,phase,4,大叶子,plant/model/v4/Crop_257_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_257_4.png,孔雀草/孔雀草_04_大叶子.png,4,8640
孔雀草,20257,1020257,40257,48,41,Crop_257,3,phase,5,花蕾,plant/model/v4/Crop_257_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_257_5.png,孔雀草/孔雀草_05_花蕾.png,5,8640
孔雀草,20257,1020257,40257,48,41,Crop_257,3,phase,6,盛开,plant/model/v4/Crop_257_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_257_6.png,孔雀草/孔雀草_06_盛开.png,6,0
欧石楠,20258,1020258,40258,48,41,Crop_258,3,thumb,0,作物图,plant/model/v4/Crop_258_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_258_Seed.png,欧石楠/欧石楠_00_作物图.png,,
欧石楠,20258,1020258,40258,48,41,Crop_258,3,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,欧石楠/欧石楠_01_种子.png,Seed,8640
欧石楠,20258,1020258,40258,48,41,Crop_258,3,phase,2,发芽,plant/model/v4/Crop_258_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_258_2.png,欧石楠/欧石楠_02_发芽.png,2,8640
欧石楠,20258,1020258,40258,48,41,Crop_258,3,phase,3,小叶,plant/model/v4/Crop_258_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_258_3.png,欧石楠/欧石楠_03_小叶.png,3,8640
欧石楠,20258,1020258,40258,48,41,Crop_258,3,phase,4,大叶,plant/model/v4/Crop_258_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_258_4.png,欧石楠/欧石楠_04_大叶.png,4,8640
欧石楠,20258,1020258,40258,48,41,Crop_258,3,phase,5,花蕾,plant/model/v4/Crop_258_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_258_5.png,欧石楠/欧石楠_05_花蕾.png,5,8640
欧石楠,20258,1020258,40258,48,41,Crop_258,3,phase,6,开花,plant/model/v4/Crop_258_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_258_6.png,欧石楠/欧石楠_06_开花.png,6,0
繁星花,21044,1021044,41044,48,41,Crop_1044,3,thumb,0,作物图,plant/model/v4/Crop_1044_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1044_Seed.png,繁星花/繁星花_00_作物图.png,,
繁星花,21044,1021044,41044,48,41,Crop_1044,3,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,繁星花/繁星花_01_种子.png,Seed,8640
繁星花,21044,1021044,41044,48,41,Crop_1044,3,phase,2,发芽,plant/model/v4/Crop_1044_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1044_2.png,繁星花/繁星花_02_发芽.png,2,8640
繁星花,21044,1021044,41044,48,41,Crop_1044,3,phase,3,小叶子,plant/model/v4/Crop_1044_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1044_3.png,繁星花/繁星花_03_小叶子.png,3,8640
繁星花,21044,1021044,41044,48,41,Crop_1044,3,phase,4,大叶子,plant/model/v4/Crop_1044_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1044_4.png,繁星花/繁星花_04_大叶子.png,4,8640
繁星花,21044,1021044,41044,48,41,Crop_1044,3,phase,5,花蕾,plant/model/v4/Crop_1044_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1044_5.png,繁星花/繁星花_05_花蕾.png,5,8640
繁星花,21044,1021044,41044,48,41,Crop_1044,3,phase,6,盛开,plant/model/v4/Crop_1044_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1044_6.png,繁星花/繁星花_06_盛开.png,6,0
芹叶铁线莲,20243,1020243,40243,48,41,Crop_243,3,thumb,0,作物图,plant/model/v4/Crop_243_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_243_Seed.png,芹叶铁线莲/芹叶铁线莲_00_作物图.png,,
芹叶铁线莲,20243,1020243,40243,48,41,Crop_243,3,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,芹叶铁线莲/芹叶铁线莲_01_种子.png,Seed,8640
芹叶铁线莲,20243,1020243,40243,48,41,Crop_243,3,phase,2,发芽,plant/model/v4/Crop_243_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_243_2.png,芹叶铁线莲/芹叶铁线莲_02_发芽.png,2,8640
芹叶铁线莲,20243,1020243,40243,48,41,Crop_243,3,phase,3,小叶子,plant/model/v4/Crop_243_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_243_3.png,芹叶铁线莲/芹叶铁线莲_03_小叶子.png,3,8640
芹叶铁线莲,20243,1020243,40243,48,41,Crop_243,3,phase,4,大叶子,plant/model/v4/Crop_243_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_243_4.png,芹叶铁线莲/芹叶铁线莲_04_大叶子.png,4,8640
芹叶铁线莲,20243,1020243,40243,48,41,Crop_243,3,phase,5,花蕾,plant/model/v4/Crop_243_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_243_5.png,芹叶铁线莲/芹叶铁线莲_05_花蕾.png,5,8640
芹叶铁线莲,20243,1020243,40243,48,41,Crop_243,3,phase,6,盛开,plant/model/v4/Crop_243_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_243_6.png,芹叶铁线莲/芹叶铁线莲_06_盛开.png,6,0
荷青花,21474,1021474,41474,48,41,Crop_1474,3,thumb,0,作物图,plant/model/v4/Crop_1474_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1474_Seed.png,荷青花/荷青花_00_作物图.png,,
荷青花,21474,1021474,41474,48,41,Crop_1474,3,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,荷青花/荷青花_01_种子.png,Seed,8640
荷青花,21474,1021474,41474,48,41,Crop_1474,3,phase,2,发芽,plant/model/v4/Crop_1474_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1474_2.png,荷青花/荷青花_02_发芽.png,2,8640
荷青花,21474,1021474,41474,48,41,Crop_1474,3,phase,3,小叶子,plant/model/v4/Crop_1474_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1474_3.png,荷青花/荷青花_03_小叶子.png,3,8640
荷青花,21474,1021474,41474,48,41,Crop_1474,3,phase,4,大叶子,plant/model/v4/Crop_1474_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1474_4.png,荷青花/荷青花_04_大叶子.png,4,8640
荷青花,21474,1021474,41474,48,41,Crop_1474,3,phase,5,花蕾,plant/model/v4/Crop_1474_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1474_5.png,荷青花/荷青花_05_花蕾.png,5,8640
荷青花,21474,1021474,41474,48,41,Crop_1474,3,phase,6,盛开,plant/model/v4/Crop_1474_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1474_6.png,荷青花/荷青花_06_盛开.png,6,0
菖蒲,21134,1021134,41134,48,41,Crop_1134,3,thumb,0,作物图,plant/model/v4/Crop_1134_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1134_Seed.png,菖蒲/菖蒲_00_作物图.png,,
菖蒲,21134,1021134,41134,48,41,Crop_1134,3,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,菖蒲/菖蒲_01_种子.png,Seed,8640
菖蒲,21134,1021134,41134,48,41,Crop_1134,3,phase,2,发芽,plant/model/v4/Crop_1134_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1134_2.png,菖蒲/菖蒲_02_发芽.png,2,8640
菖蒲,21134,1021134,41134,48,41,Crop_1134,3,phase,3,小叶子,plant/model/v4/Crop_1134_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1134_3.png,菖蒲/菖蒲_03_小叶子.png,3,8640
菖蒲,21134,1021134,41134,48,41,Crop_1134,3,phase,4,大叶子,plant/model/v4/Crop_1134_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1134_4.png,菖蒲/菖蒲_04_大叶子.png,4,8640
菖蒲,21134,1021134,41134,48,41,Crop_1134,3,phase,5,花蕾,plant/model/v4/Crop_1134_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1134_5.png,菖蒲/菖蒲_05_花蕾.png,5,8640
菖蒲,21134,1021134,41134,48,41,Crop_1134,3,phase,6,盛开,plant/model/v4/Crop_1134_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1134_6.png,菖蒲/菖蒲_06_盛开.png,6,0
香彩雀,21038,1021038,41038,48,41,Crop_1038,3,thumb,0,作物图,plant/model/v4/Crop_1038_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1038_Seed.png,香彩雀/香彩雀_00_作物图.png,,
香彩雀,21038,1021038,41038,48,41,Crop_1038,3,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,香彩雀/香彩雀_01_种子.png,Seed,8640
香彩雀,21038,1021038,41038,48,41,Crop_1038,3,phase,2,发芽,plant/model/v4/Crop_1038_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1038_2.png,香彩雀/香彩雀_02_发芽.png,2,8640
香彩雀,21038,1021038,41038,48,41,Crop_1038,3,phase,3,小叶子,plant/model/v4/Crop_1038_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1038_3.png,香彩雀/香彩雀_03_小叶子.png,3,8640
香彩雀,21038,1021038,41038,48,41,Crop_1038,3,phase,4,大叶子,plant/model/v4/Crop_1038_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1038_4.png,香彩雀/香彩雀_04_大叶子.png,4,8640
香彩雀,21038,1021038,41038,48,41,Crop_1038,3,phase,5,花蕾,plant/model/v4/Crop_1038_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1038_5.png,香彩雀/香彩雀_05_花蕾.png,5,8640
香彩雀,21038,1021038,41038,48,41,Crop_1038,3,phase,6,盛开,plant/model/v4/Crop_1038_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1038_6.png,香彩雀/香彩雀_06_盛开.png,6,0
黄金果,20304,1020304,40304,48,81,Crop_304,3,thumb,0,作物图,plant/model/v4/Crop_304_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_304_Seed.png,黄金果/黄金果_00_作物图.png,,
黄金果,20304,1020304,40304,48,81,Crop_304,3,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,黄金果/黄金果_01_种子.png,Seed,8640
黄金果,20304,1020304,40304,48,81,Crop_304,3,phase,2,发芽,plant/model/v4/Crop_304_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_304_2.png,黄金果/黄金果_02_发芽.png,2,8640
黄金果,20304,1020304,40304,48,81,Crop_304,3,phase,3,小叶子,plant/model/v4/Crop_304_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_304_3.png,黄金果/黄金果_03_小叶子.png,3,8640
黄金果,20304,1020304,40304,48,81,Crop_304,3,phase,4,大叶子,plant/model/v4/Crop_304_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_304_4.png,黄金果/黄金果_04_大叶子.png,4,8640
黄金果,20304,1020304,40304,48,81,Crop_304,3,phase,5,开花,plant/model/v4/Crop_304_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_304_5.png,黄金果/黄金果_05_开花.png,5,8640
黄金果,20304,1020304,40304,48,81,Crop_304,3,phase,6,成熟,plant/model/v4/Crop_304_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_304_6.png,黄金果/黄金果_06_成熟.png,6,0
昙花,20224,1020224,40224,24,201,Crop_224,3,thumb,0,作物图,plant/model/v4/Crop_224_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_224_Seed.png,昙花/昙花_00_作物图.png,,
昙花,20224,1020224,40224,24,201,Crop_224,3,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,昙花/昙花_01_种子.png,Seed,4800
昙花,20224,1020224,40224,24,201,Crop_224,3,phase,2,发芽,plant/model/v4/Crop_224_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_224_2.png,昙花/昙花_02_发芽.png,2,4800
昙花,20224,1020224,40224,24,201,Crop_224,3,phase,3,小叶子,plant/model/v4/Crop_224_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_224_3.png,昙花/昙花_03_小叶子.png,3,4800
昙花,20224,1020224,40224,24,201,Crop_224,3,phase,4,大叶子,plant/model/v4/Crop_224_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_224_4.png,昙花/昙花_04_大叶子.png,4,7200
昙花,20224,1020224,40224,24,201,Crop_224,3,phase,5,初熟,plant/model/v4/Crop_224_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_224_5.png,昙花/昙花_05_初熟.png,5,7200
昙花,20224,1020224,40224,24,201,Crop_224,3,phase,6,成熟,plant/model/v4/Crop_224_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_224_6.png,昙花/昙花_06_成熟.png,6,0
荷包牡丹,20249,1020249,40249,24,201,Crop_249,3,thumb,0,作物图,plant/model/v4/Crop_249_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_249_Seed.png,荷包牡丹/荷包牡丹_00_作物图.png,,
荷包牡丹,20249,1020249,40249,24,201,Crop_249,3,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,荷包牡丹/荷包牡丹_01_种子.png,Seed,4800
荷包牡丹,20249,1020249,40249,24,201,Crop_249,3,phase,2,发芽,plant/model/v4/Crop_249_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_249_2.png,荷包牡丹/荷包牡丹_02_发芽.png,2,4800
荷包牡丹,20249,1020249,40249,24,201,Crop_249,3,phase,3,小叶子,plant/model/v4/Crop_249_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_249_3.png,荷包牡丹/荷包牡丹_03_小叶子.png,3,4800
荷包牡丹,20249,1020249,40249,24,201,Crop_249,3,phase,4,大叶子,plant/model/v4/Crop_249_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_249_4.png,荷包牡丹/荷包牡丹_04_大叶子.png,4,7200
荷包牡丹,20249,1020249,40249,24,201,Crop_249,3,phase,5,花蕾,plant/model/v4/Crop_249_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_249_5.png,荷包牡丹/荷包牡丹_05_花蕾.png,5,7200
荷包牡丹,20249,1020249,40249,24,201,Crop_249,3,phase,6,盛开,plant/model/v4/Crop_249_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_249_6.png,荷包牡丹/荷包牡丹_06_盛开.png,6,0
似何莲,20185,1020185,40185,48,21,Crop_185,2,thumb,0,作物图,plant/model/v4/Crop_185_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_185_Seed.png,似何莲/似何莲_00_作物图.png,,
似何莲,20185,1020185,40185,48,21,Crop_185,2,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,似何莲/似何莲_01_种子.png,Seed,8640
似何莲,20185,1020185,40185,48,21,Crop_185,2,phase,2,发芽,plant/model/v4/Crop_185_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_185_2.png,似何莲/似何莲_02_发芽.png,2,8640
似何莲,20185,1020185,40185,48,21,Crop_185,2,phase,3,小叶子,plant/model/v4/Crop_185_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_185_3.png,似何莲/似何莲_03_小叶子.png,3,8640
似何莲,20185,1020185,40185,48,21,Crop_185,2,phase,4,大叶子,plant/model/v4/Crop_185_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_185_4.png,似何莲/似何莲_04_大叶子.png,4,8640
似何莲,20185,1020185,40185,48,21,Crop_185,2,phase,5,花蕾,plant/model/v4/Crop_185_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_185_5.png,似何莲/似何莲_05_花蕾.png,5,8640
似何莲,20185,1020185,40185,48,21,Crop_185,2,phase,6,盛开,plant/model/v4/Crop_185_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_185_6.png,似何莲/似何莲_06_盛开.png,6,0
凤仙花,20133,1020133,40133,48,21,Crop_133,2,thumb,0,作物图,plant/model/v4/Crop_133_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_133_Seed.png,凤仙花/凤仙花_00_作物图.png,,
凤仙花,20133,1020133,40133,48,21,Crop_133,2,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,凤仙花/凤仙花_01_种子.png,Seed,8640
凤仙花,20133,1020133,40133,48,21,Crop_133,2,phase,2,发芽,plant/model/v4/Crop_133_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_133_2.png,凤仙花/凤仙花_02_发芽.png,2,8640
凤仙花,20133,1020133,40133,48,21,Crop_133,2,phase,3,小叶子,plant/model/v4/Crop_133_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_133_3.png,凤仙花/凤仙花_03_小叶子.png,3,8640
凤仙花,20133,1020133,40133,48,21,Crop_133,2,phase,4,大叶子,plant/model/v4/Crop_133_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_133_4.png,凤仙花/凤仙花_04_大叶子.png,4,8640
凤仙花,20133,1020133,40133,48,21,Crop_133,2,phase,5,花蕾,plant/model/v4/Crop_133_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_133_5.png,凤仙花/凤仙花_05_花蕾.png,5,8640
