category_name,category_href,category_url,item_id,item_type,name,asset_name,rarity,level,price,price_id,image_role,phase_index,phase_name,image_path,image_url,local_path,phase_slot,seconds
超变果实,/items/17,https://jsq.gptvip.chat/items/17,40804,17,绵绵糖果,Crop_804,2,41,,,phase,1,种子,plant/model/v4/Crop_804_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_804_Seed.png,超变果实/绵绵糖果/绵绵糖果_01_种子.png,Seed,5760
超变果实,/items/17,https://jsq.gptvip.chat/items/17,40804,17,绵绵糖果,Crop_804,2,41,,,phase,2,发芽,plant/model/v4/Crop_804_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_804_2.png,超变果实/绵绵糖果/绵绵糖果_02_发芽.png,2,5760
超变果实,/items/17,https://jsq.gptvip.chat/items/17,40804,17,绵绵糖果,Crop_804,2,41,,,phase,3,小叶子,plant/model/v4/Crop_804_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_804_3.png,超变果实/绵绵糖果/绵绵糖果_03_小叶子.png,3,5760
超变果实,/items/17,https://jsq.gptvip.chat/items/17,40804,17,绵绵糖果,Crop_804,2,41,,,phase,4,大叶子,plant/model/v4/Crop_804_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_804_4.png,超变果实/绵绵糖果/绵绵糖果_04_大叶子.png,4,5760
超变果实,/items/17,https://jsq.gptvip.chat/items/17,40804,17,绵绵糖果,Crop_804,2,41,,,phase,5,开花,plant/model/v4/Crop_804_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_804_5.png,超变果实/绵绵糖果/绵绵糖果_05_开花.png,5,5760
超变果实,/items/17,https://jsq.gptvip.chat/items/17,40804,17,绵绵糖果,Crop_804,2,41,,,phase,6,成熟,plant/model/v4/Crop_804_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_804_6.png,超变果实/绵绵糖果/绵绵糖果_06_成熟.png,6,0
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040112,17,黄金·风信子,gold/Crop_112,2,200,,,main,0,主图,plant/model/v4/gold/Crop_112_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_112_6.png,超变果实/黄金·风信子/黄金·风信子_00_主图.png,,
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040112,17,黄金·风信子,gold/Crop_112,2,200,,,phase,1,种子,plant/model/v4/gold/Crop_112_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_112_Seed.png,超变果实/黄金·风信子/黄金·风信子_01_种子.png,Seed,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040112,17,黄金·风信子,gold/Crop_112,2,200,,,phase,2,发芽,plant/model/v4/gold/Crop_112_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_112_2.png,超变果实/黄金·风信子/黄金·风信子_02_发芽.png,2,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040112,17,黄金·风信子,gold/Crop_112,2,200,,,phase,3,小叶子,plant/model/v4/gold/Crop_112_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_112_3.png,超变果实/黄金·风信子/黄金·风信子_03_小叶子.png,3,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040112,17,黄金·风信子,gold/Crop_112,2,200,,,phase,4,大叶子,plant/model/v4/gold/Crop_112_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_112_4.png,超变果实/黄金·风信子/黄金·风信子_04_大叶子.png,4,7200
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040112,17,黄金·风信子,gold/Crop_112,2,200,,,phase,5,初熟,plant/model/v4/gold/Crop_112_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_112_5.png,超变果实/黄金·风信子/黄金·风信子_05_初熟.png,5,7200
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040112,17,黄金·风信子,gold/Crop_112,2,200,,,phase,6,成熟,plant/model/v4/gold/Crop_112_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_112_6.png,超变果实/黄金·风信子/黄金·风信子_06_成熟.png,6,0
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040025,17,黄金·银杏树苗,gold/Crop_25,2,200,,,main,0,主图,plant/model/v4/gold/Crop_25_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_25_6.png,超变果实/黄金·银杏树苗/黄金·银杏树苗_00_主图.png,,
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040025,17,黄金·银杏树苗,gold/Crop_25,2,200,,,phase,1,种子,plant/model/v4/gold/Crop_25_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_25_Seed.png,超变果实/黄金·银杏树苗/黄金·银杏树苗_01_种子.png,Seed,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040025,17,黄金·银杏树苗,gold/Crop_25,2,200,,,phase,2,发芽,plant/model/v4/gold/Crop_25_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_25_2.png,超变果实/黄金·银杏树苗/黄金·银杏树苗_02_发芽.png,2,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040025,17,黄金·银杏树苗,gold/Crop_25,2,200,,,phase,3,小叶子,plant/model/v4/gold/Crop_25_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_25_3.png,超变果实/黄金·银杏树苗/黄金·银杏树苗_03_小叶子.png,3,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040025,17,黄金·银杏树苗,gold/Crop_25,2,200,,,phase,4,大叶子,plant/model/v4/gold/Crop_25_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_25_4.png,超变果实/黄金·银杏树苗/黄金·银杏树苗_04_大叶子.png,4,7200
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040025,17,黄金·银杏树苗,gold/Crop_25,2,200,,,phase,5,长枝,plant/model/v4/gold/Crop_25_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_25_5.png,超变果实/黄金·银杏树苗/黄金·银杏树苗_05_长枝.png,5,7200
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040025,17,黄金·银杏树苗,gold/Crop_25,2,200,,,phase,6,成苗,plant/model/v4/gold/Crop_25_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_25_6.png,超变果实/黄金·银杏树苗/黄金·银杏树苗_06_成苗.png,6,0
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040121,17,黄金·蔷薇,gold/Crop_121,2,200,,,main,0,主图,plant/model/v4/gold/Crop_121_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_121_6.png,超变果实/黄金·蔷薇/黄金·蔷薇_00_主图.png,,
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040121,17,黄金·蔷薇,gold/Crop_121,2,200,,,phase,1,种子,plant/model/v4/gold/Crop_121_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_121_Seed.png,超变果实/黄金·蔷薇/黄金·蔷薇_01_种子.png,Seed,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040121,17,黄金·蔷薇,gold/Crop_121,2,200,,,phase,2,发芽,plant/model/v4/gold/Crop_121_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_121_2.png,超变果实/黄金·蔷薇/黄金·蔷薇_02_发芽.png,2,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040121,17,黄金·蔷薇,gold/Crop_121,2,200,,,phase,3,小叶子,plant/model/v4/gold/Crop_121_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_121_3.png,超变果实/黄金·蔷薇/黄金·蔷薇_03_小叶子.png,3,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040121,17,黄金·蔷薇,gold/Crop_121,2,200,,,phase,4,大叶子,plant/model/v4/gold/Crop_121_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_121_4.png,超变果实/黄金·蔷薇/黄金·蔷薇_04_大叶子.png,4,7200
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040121,17,黄金·蔷薇,gold/Crop_121,2,200,,,phase,5,初熟,plant/model/v4/gold/Crop_121_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_121_5.png,超变果实/黄金·蔷薇/黄金·蔷薇_05_初熟.png,5,7200
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040121,17,黄金·蔷薇,gold/Crop_121,2,200,,,phase,6,成熟,plant/model/v4/gold/Crop_121_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_121_6.png,超变果实/黄金·蔷薇/黄金·蔷薇_06_成熟.png,6,0
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040109,17,黄金·蝴蝶兰,gold/Crop_109,2,200,,,main,0,主图,plant/model/v4/gold/Crop_109_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_109_6.png,超变果实/黄金·蝴蝶兰/黄金·蝴蝶兰_00_主图.png,,
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040109,17,黄金·蝴蝶兰,gold/Crop_109,2,200,,,phase,1,种子,plant/model/v4/gold/Crop_109_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_109_Seed.png,超变果实/黄金·蝴蝶兰/黄金·蝴蝶兰_01_种子.png,Seed,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040109,17,黄金·蝴蝶兰,gold/Crop_109,2,200,,,phase,2,发芽,plant/model/v4/gold/Crop_109_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_109_2.png,超变果实/黄金·蝴蝶兰/黄金·蝴蝶兰_02_发芽.png,2,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040109,17,黄金·蝴蝶兰,gold/Crop_109,2,200,,,phase,3,小叶子,plant/model/v4/gold/Crop_109_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_109_3.png,超变果实/黄金·蝴蝶兰/黄金·蝴蝶兰_03_小叶子.png,3,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040109,17,黄金·蝴蝶兰,gold/Crop_109,2,200,,,phase,4,大叶子,plant/model/v4/gold/Crop_109_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_109_4.png,超变果实/黄金·蝴蝶兰/黄金·蝴蝶兰_04_大叶子.png,4,7200
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040109,17,黄金·蝴蝶兰,gold/Crop_109,2,200,,,phase,5,花蕾,plant/model/v4/gold/Crop_109_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_109_5.png,超变果实/黄金·蝴蝶兰/黄金·蝴蝶兰_05_花蕾.png,5,7200
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040109,17,黄金·蝴蝶兰,gold/Crop_109,2,200,,,phase,6,盛开,plant/model/v4/gold/Crop_109_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_109_6.png,超变果实/黄金·蝴蝶兰/黄金·蝴蝶兰_06_盛开.png,6,0
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040224,17,黄金·昙花,gold/Crop_224,3,201,,,main,0,主图,plant/model/v4/gold/Crop_224_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_6.png,超变果实/黄金·昙花/黄金·昙花_00_主图.png,,
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040224,17,黄金·昙花,gold/Crop_224,3,201,,,phase,1,种子,plant/model/v4/gold/Crop_224_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_Seed.png,超变果实/黄金·昙花/黄金·昙花_01_种子.png,Seed,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040224,17,黄金·昙花,gold/Crop_224,3,201,,,phase,2,发芽,plant/model/v4/gold/Crop_224_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_2.png,超变果实/黄金·昙花/黄金·昙花_02_发芽.png,2,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040224,17,黄金·昙花,gold/Crop_224,3,201,,,phase,3,小叶子,plant/model/v4/gold/Crop_224_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_3.png,超变果实/黄金·昙花/黄金·昙花_03_小叶子.png,3,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040224,17,黄金·昙花,gold/Crop_224,3,201,,,phase,4,大叶子,plant/model/v4/gold/Crop_224_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_4.png,超变果实/黄金·昙花/黄金·昙花_04_大叶子.png,4,7200
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040224,17,黄金·昙花,gold/Crop_224,3,201,,,phase,5,初熟,plant/model/v4/gold/Crop_224_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_5.png,超变果实/黄金·昙花/黄金·昙花_05_初熟.png,5,7200
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040224,17,黄金·昙花,gold/Crop_224,3,201,,,phase,6,成熟,plant/model/v4/gold/Crop_224_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_6.png,超变果实/黄金·昙花/黄金·昙花_06_成熟.png,6,0
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040249,17,黄金·荷包牡丹,gold/Crop_249,3,201,,,main,0,主图,plant/model/v4/gold/Crop_249_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_6.png,超变果实/黄金·荷包牡丹/黄金·荷包牡丹_00_主图.png,,
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040249,17,黄金·荷包牡丹,gold/Crop_249,3,201,,,phase,1,种子,plant/model/v4/gold/Crop_249_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_Seed.png,超变果实/黄金·荷包牡丹/黄金·荷包牡丹_01_种子.png,Seed,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040249,17,黄金·荷包牡丹,gold/Crop_249,3,201,,,phase,2,发芽,plant/model/v4/gold/Crop_249_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_2.png,超变果实/黄金·荷包牡丹/黄金·荷包牡丹_02_发芽.png,2,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040249,17,黄金·荷包牡丹,gold/Crop_249,3,201,,,phase,3,小叶子,plant/model/v4/gold/Crop_249_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_3.png,超变果实/黄金·荷包牡丹/黄金·荷包牡丹_03_小叶子.png,3,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040249,17,黄金·荷包牡丹,gold/Crop_249,3,201,,,phase,4,大叶子,plant/model/v4/gold/Crop_249_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_4.png,超变果实/黄金·荷包牡丹/黄金·荷包牡丹_04_大叶子.png,4,7200
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040249,17,黄金·荷包牡丹,gold/Crop_249,3,201,,,phase,5,花蕾,plant/model/v4/gold/Crop_249_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_5.png,超变果实/黄金·荷包牡丹/黄金·荷包牡丹_05_花蕾.png,5,7200
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040249,17,黄金·荷包牡丹,gold/Crop_249,3,201,,,phase,6,盛开,plant/model/v4/gold/Crop_249_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_6.png,超变果实/黄金·荷包牡丹/黄金·荷包牡丹_06_盛开.png,6,0
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1041135,17,黄金·艾草,gold/Crop_1135,2,200,,,main,0,主图,plant/model/v4/gold/Crop_1135_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1135_6.png,超变果实/黄金·艾草/黄金·艾草_00_主图.png,,
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1041135,17,黄金·艾草,gold/Crop_1135,2,200,,,phase,1,种子,plant/model/v4/gold/Crop_1135_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1135_Seed.png,超变果实/黄金·艾草/黄金·艾草_01_种子.png,Seed,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1041135,17,黄金·艾草,gold/Crop_1135,2,200,,,phase,2,发芽,plant/model/v4/gold/Crop_1135_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1135_2.png,超变果实/黄金·艾草/黄金·艾草_02_发芽.png,2,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1041135,17,黄金·艾草,gold/Crop_1135,2,200,,,phase,3,小叶子,plant/model/v4/gold/Crop_1135_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1135_3.png,超变果实/黄金·艾草/黄金·艾草_03_小叶子.png,3,4800
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1041135,17,黄金·艾草,gold/Crop_1135,2,200,,,phase,4,大叶子,plant/model/v4/gold/Crop_1135_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1135_4.png,超变果实/黄金·艾草/黄金·艾草_04_大叶子.png,4,7200
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1041135,17,黄金·艾草,gold/Crop_1135,2,200,,,phase,5,初熟,plant/model/v4/gold/Crop_1135_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1135_5.png,超变果实/黄金·艾草/黄金·艾草_05_初熟.png,5,7200
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1041135,17,黄金·艾草,gold/Crop_1135,2,200,,,phase,6,成熟,plant/model/v4/gold/Crop_1135_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1135_6.png,超变果实/黄金·艾草/黄金·艾草_06_成熟.png,6,0
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040184,17,黄金·卡特兰,gold/Crop_184,2,21,,,main,0,主图,plant/model/v4/gold/Crop_184_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_184_6.png,超变果实/黄金·卡特兰/黄金·卡特兰_00_主图.png,,
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040184,17,黄金·卡特兰,gold/Crop_184,2,21,,,phase,1,种子,plant/model/v4/gold/Crop_184_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_184_Seed.png,超变果实/黄金·卡特兰/黄金·卡特兰_01_种子.png,Seed,8640
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040184,17,黄金·卡特兰,gold/Crop_184,2,21,,,phase,2,发芽,plant/model/v4/gold/Crop_184_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_184_2.png,超变果实/黄金·卡特兰/黄金·卡特兰_02_发芽.png,2,8640
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040184,17,黄金·卡特兰,gold/Crop_184,2,21,,,phase,3,小叶,plant/model/v4/gold/Crop_184_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_184_3.png,超变果实/黄金·卡特兰/黄金·卡特兰_03_小叶.png,3,8640
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040184,17,黄金·卡特兰,gold/Crop_184,2,21,,,phase,4,大叶,plant/model/v4/gold/Crop_184_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_184_4.png,超变果实/黄金·卡特兰/黄金·卡特兰_04_大叶.png,4,8640
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040184,17,黄金·卡特兰,gold/Crop_184,2,21,,,phase,5,花蕾,plant/model/v4/gold/Crop_184_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_184_5.png,超变果实/黄金·卡特兰/黄金·卡特兰_05_花蕾.png,5,8640
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040184,17,黄金·卡特兰,gold/Crop_184,2,21,,,phase,6,开花,plant/model/v4/gold/Crop_184_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_184_6.png,超变果实/黄金·卡特兰/黄金·卡特兰_06_开花.png,6,0
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040193,17,黄金·红云飞片,gold/Crop_193,2,21,,,main,0,主图,plant/model/v4/gold/Crop_193_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_193_6.png,超变果实/黄金·红云飞片/黄金·红云飞片_00_主图.png,,
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040193,17,黄金·红云飞片,gold/Crop_193,2,21,,,phase,1,种子,plant/model/v4/gold/Crop_193_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_193_Seed.png,超变果实/黄金·红云飞片/黄金·红云飞片_01_种子.png,Seed,8640
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040193,17,黄金·红云飞片,gold/Crop_193,2,21,,,phase,2,发芽,plant/model/v4/gold/Crop_193_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_193_2.png,超变果实/黄金·红云飞片/黄金·红云飞片_02_发芽.png,2,8640
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040193,17,黄金·红云飞片,gold/Crop_193,2,21,,,phase,3,小叶,plant/model/v4/gold/Crop_193_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_193_3.png,超变果实/黄金·红云飞片/黄金·红云飞片_03_小叶.png,3,8640
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040193,17,黄金·红云飞片,gold/Crop_193,2,21,,,phase,4,大叶,plant/model/v4/gold/Crop_193_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_193_4.png,超变果实/黄金·红云飞片/黄金·红云飞片_04_大叶.png,4,8640
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040193,17,黄金·红云飞片,gold/Crop_193,2,21,,,phase,5,花蕾,plant/model/v4/gold/Crop_193_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_193_5.png,超变果实/黄金·红云飞片/黄金·红云飞片_05_花蕾.png,5,8640
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040193,17,黄金·红云飞片,gold/Crop_193,2,21,,,phase,6,开花,plant/model/v4/gold/Crop_193_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_193_6.png,超变果实/黄金·红云飞片/黄金·红云飞片_06_开花.png,6,0
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040256,17,黄金·石竹花,gold/Crop_256,2,21,,,main,0,主图,plant/model/v4/gold/Crop_256_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_256_6.png,超变果实/黄金·石竹花/黄金·石竹花_00_主图.png,,
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040256,17,黄金·石竹花,gold/Crop_256,2,21,,,phase,1,种子,plant/model/v4/gold/Crop_256_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_256_Seed.png,超变果实/黄金·石竹花/黄金·石竹花_01_种子.png,Seed,8640
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040256,17,黄金·石竹花,gold/Crop_256,2,21,,,phase,2,发芽,plant/model/v4/gold/Crop_256_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_256_2.png,超变果实/黄金·石竹花/黄金·石竹花_02_发芽.png,2,8640
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040256,17,黄金·石竹花,gold/Crop_256,2,21,,,phase,3,小叶,plant/model/v4/gold/Crop_256_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_256_3.png,超变果实/黄金·石竹花/黄金·石竹花_03_小叶.png,3,8640
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040256,17,黄金·石竹花,gold/Crop_256,2,21,,,phase,4,大叶,plant/model/v4/gold/Crop_256_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_256_4.png,超变果实/黄金·石竹花/黄金·石竹花_04_大叶.png,4,8640
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040256,17,黄金·石竹花,gold/Crop_256,2,21,,,phase,5,花蕾,plant/model/v4/gold/Crop_256_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_256_5.png,超变果实/黄金·石竹花/黄金·石竹花_05_花蕾.png,5,8640
超变果实,/items/17,https://jsq.gptvip.chat/items/17,1040256,17,黄金·石竹花,gold/Crop_256,2,21,,,phase,6,开花,plant/model/v4/gold/Crop_256_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_256_6.png,超变果实/黄金·石竹花/黄金·石竹花_06_开花.png,6,0
