category_name,category_href,item_id,item_name,phase_index,phase_slot,phase_name,seconds,image_path,image_url
超变果实,/items/17,1040025,黄金·银杏树苗,6,6,成苗,0,plant/model/v4/gold/Crop_25_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_25_6.png
超变果实,/items/17,1040121,黄金·蔷薇,1,Seed,种子,4800,plant/model/v4/gold/Crop_121_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_121_Seed.png
超变果实,/items/17,1040121,黄金·蔷薇,2,2,发芽,4800,plant/model/v4/gold/Crop_121_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_121_2.png
超变果实,/items/17,1040121,黄金·蔷薇,3,3,小叶子,4800,plant/model/v4/gold/Crop_121_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_121_3.png
超变果实,/items/17,1040121,黄金·蔷薇,4,4,大叶子,7200,plant/model/v4/gold/Crop_121_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_121_4.png
超变果实,/items/17,1040121,黄金·蔷薇,5,5,初熟,7200,plant/model/v4/gold/Crop_121_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_121_5.png
超变果实,/items/17,1040121,黄金·蔷薇,6,6,成熟,0,plant/model/v4/gold/Crop_121_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_121_6.png
超变果实,/items/17,1040109,黄金·蝴蝶兰,1,Seed,种子,4800,plant/model/v4/gold/Crop_109_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_109_Seed.png
超变果实,/items/17,1040109,黄金·蝴蝶兰,2,2,发芽,4800,plant/model/v4/gold/Crop_109_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_109_2.png
超变果实,/items/17,1040109,黄金·蝴蝶兰,3,3,小叶子,4800,plant/model/v4/gold/Crop_109_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_109_3.png
超变果实,/items/17,1040109,黄金·蝴蝶兰,4,4,大叶子,7200,plant/model/v4/gold/Crop_109_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_109_4.png
超变果实,/items/17,1040109,黄金·蝴蝶兰,5,5,花蕾,7200,plant/model/v4/gold/Crop_109_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_109_5.png
超变果实,/items/17,1040109,黄金·蝴蝶兰,6,6,盛开,0,plant/model/v4/gold/Crop_109_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_109_6.png
超变果实,/items/17,1040224,黄金·昙花,1,Seed,种子,4800,plant/model/v4/gold/Crop_224_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_Seed.png
超变果实,/items/17,1040224,黄金·昙花,2,2,发芽,4800,plant/model/v4/gold/Crop_224_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_2.png
超变果实,/items/17,1040224,黄金·昙花,3,3,小叶子,4800,plant/model/v4/gold/Crop_224_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_3.png
超变果实,/items/17,1040224,黄金·昙花,4,4,大叶子,7200,plant/model/v4/gold/Crop_224_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_4.png
超变果实,/items/17,1040224,黄金·昙花,5,5,初熟,7200,plant/model/v4/gold/Crop_224_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_5.png
超变果实,/items/17,1040224,黄金·昙花,6,6,成熟,0,plant/model/v4/gold/Crop_224_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_6.png
超变果实,/items/17,1040249,黄金·荷包牡丹,1,Seed,种子,4800,plant/model/v4/gold/Crop_249_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_Seed.png
超变果实,/items/17,1040249,黄金·荷包牡丹,2,2,发芽,4800,plant/model/v4/gold/Crop_249_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_2.png
超变果实,/items/17,1040249,黄金·荷包牡丹,3,3,小叶子,4800,plant/model/v4/gold/Crop_249_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_3.png
超变果实,/items/17,1040249,黄金·荷包牡丹,4,4,大叶子,7200,plant/model/v4/gold/Crop_249_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_4.png
超变果实,/items/17,1040249,黄金·荷包牡丹,5,5,花蕾,7200,plant/model/v4/gold/Crop_249_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_5.png
超变果实,/items/17,1040249,黄金·荷包牡丹,6,6,盛开,0,plant/model/v4/gold/Crop_249_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_6.png
超变果实,/items/17,1041135,黄金·艾草,1,Seed,种子,4800,plant/model/v4/gold/Crop_1135_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1135_Seed.png
超变果实,/items/17,1041135,黄金·艾草,2,2,发芽,4800,plant/model/v4/gold/Crop_1135_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1135_2.png
超变果实,/items/17,1041135,黄金·艾草,3,3,小叶子,4800,plant/model/v4/gold/Crop_1135_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1135_3.png
超变果实,/items/17,1041135,黄金·艾草,4,4,大叶子,7200,plant/model/v4/gold/Crop_1135_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1135_4.png
超变果实,/items/17,1041135,黄金·艾草,5,5,初熟,7200,plant/model/v4/gold/Crop_1135_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1135_5.png
超变果实,/items/17,1041135,黄金·艾草,6,6,成熟,0,plant/model/v4/gold/Crop_1135_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1135_6.png
超变果实,/items/17,1040184,黄金·卡特兰,1,Seed,种子,8640,plant/model/v4/gold/Crop_184_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_184_Seed.png
超变果实,/items/17,1040184,黄金·卡特兰,2,2,发芽,8640,plant/model/v4/gold/Crop_184_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_184_2.png
超变果实,/items/17,1040184,黄金·卡特兰,3,3,小叶,8640,plant/model/v4/gold/Crop_184_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_184_3.png
超变果实,/items/17,1040184,黄金·卡特兰,4,4,大叶,8640,plant/model/v4/gold/Crop_184_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_184_4.png
超变果实,/items/17,1040184,黄金·卡特兰,5,5,花蕾,8640,plant/model/v4/gold/Crop_184_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_184_5.png
超变果实,/items/17,1040184,黄金·卡特兰,6,6,开花,0,plant/model/v4/gold/Crop_184_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_184_6.png
超变果实,/items/17,1040193,黄金·红云飞片,1,Seed,种子,8640,plant/model/v4/gold/Crop_193_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_193_Seed.png
超变果实,/items/17,1040193,黄金·红云飞片,2,2,发芽,8640,plant/model/v4/gold/Crop_193_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_193_2.png
超变果实,/items/17,1040193,黄金·红云飞片,3,3,小叶,8640,plant/model/v4/gold/Crop_193_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_193_3.png
超变果实,/items/17,1040193,黄金·红云飞片,4,4,大叶,8640,plant/model/v4/gold/Crop_193_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_193_4.png
超变果实,/items/17,1040193,黄金·红云飞片,5,5,花蕾,8640,plant/model/v4/gold/Crop_193_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_193_5.png
超变果实,/items/17,1040193,黄金·红云飞片,6,6,开花,0,plant/model/v4/gold/Crop_193_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_193_6.png
超变果实,/items/17,1040256,黄金·石竹花,1,Seed,种子,8640,plant/model/v4/gold/Crop_256_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_256_Seed.png
超变果实,/items/17,1040256,黄金·石竹花,2,2,发芽,8640,plant/model/v4/gold/Crop_256_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_256_2.png
超变果实,/items/17,1040256,黄金·石竹花,3,3,小叶,8640,plant/model/v4/gold/Crop_256_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_256_3.png
超变果实,/items/17,1040256,黄金·石竹花,4,4,大叶,8640,plant/model/v4/gold/Crop_256_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_256_4.png
超变果实,/items/17,1040256,黄金·石竹花,5,5,花蕾,8640,plant/model/v4/gold/Crop_256_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_256_5.png
超变果实,/items/17,1040256,黄金·石竹花,6,6,开花,0,plant/model/v4/gold/Crop_256_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_256_6.png
超变果实,/items/17,1040261,黄金·针垫花,1,Seed,种子,8640,plant/model/v4/gold/Crop_261_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_261_Seed.png
超变果实,/items/17,1040261,黄金·针垫花,2,2,发芽,8640,plant/model/v4/gold/Crop_261_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_261_2.png
超变果实,/items/17,1040261,黄金·针垫花,3,3,小叶,8640,plant/model/v4/gold/Crop_261_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_261_3.png
超变果实,/items/17,1040261,黄金·针垫花,4,4,大叶,8640,plant/model/v4/gold/Crop_261_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_261_4.png
超变果实,/items/17,1040261,黄金·针垫花,5,5,花蕾,8640,plant/model/v4/gold/Crop_261_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_261_5.png
超变果实,/items/17,1040261,黄金·针垫花,6,6,开花,0,plant/model/v4/gold/Crop_261_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_261_6.png
超变果实,/items/17,1040257,黄金·孔雀草,1,Seed,种子,8640,plant/model/v4/gold/Crop_257_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_257_Seed.png
超变果实,/items/17,1040257,黄金·孔雀草,2,2,发芽,8640,plant/model/v4/gold/Crop_257_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_257_2.png
超变果实,/items/17,1040257,黄金·孔雀草,3,3,小叶子,8640,plant/model/v4/gold/Crop_257_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_257_3.png
超变果实,/items/17,1040257,黄金·孔雀草,4,4,大叶子,8640,plant/model/v4/gold/Crop_257_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_257_4.png
超变果实,/items/17,1040257,黄金·孔雀草,5,5,花蕾,8640,plant/model/v4/gold/Crop_257_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_257_5.png
超变果实,/items/17,1040257,黄金·孔雀草,6,6,盛开,0,plant/model/v4/gold/Crop_257_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_257_6.png
超变果实,/items/17,1040258,黄金·欧石楠,1,Seed,种子,8640,plant/model/v4/gold/Crop_258_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_258_Seed.png
超变果实,/items/17,1040258,黄金·欧石楠,2,2,发芽,8640,plant/model/v4/gold/Crop_258_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_258_2.png
超变果实,/items/17,1040258,黄金·欧石楠,3,3,小叶,8640,plant/model/v4/gold/Crop_258_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_258_3.png
超变果实,/items/17,1040258,黄金·欧石楠,4,4,大叶,8640,plant/model/v4/gold/Crop_258_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_258_4.png
超变果实,/items/17,1040258,黄金·欧石楠,5,5,花蕾,8640,plant/model/v4/gold/Crop_258_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_258_5.png
超变果实,/items/17,1040258,黄金·欧石楠,6,6,开花,0,plant/model/v4/gold/Crop_258_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_258_6.png
超变果实,/items/17,1040304,黄金·黄金果,1,Seed,种子,8640,plant/model/v4/gold/Crop_304_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_304_Seed.png
超变果实,/items/17,1040304,黄金·黄金果,2,2,发芽,8640,plant/model/v4/gold/Crop_304_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_304_2.png
超变果实,/items/17,1040304,黄金·黄金果,3,3,小叶子,8640,plant/model/v4/gold/Crop_304_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_304_3.png
超变果实,/items/17,1040304,黄金·黄金果,4,4,大叶子,8640,plant/model/v4/gold/Crop_304_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_304_4.png
超变果实,/items/17,1040304,黄金·黄金果,5,5,开花,8640,plant/model/v4/gold/Crop_304_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_304_5.png
超变果实,/items/17,1040304,黄金·黄金果,6,6,成熟,0,plant/model/v4/gold/Crop_304_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_304_6.png
超变果实,/items/17,1040046,黄金·爱心果,1,Seed,种子,4800,plant/model/v4/gold/Crop_46_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_46_Seed.png
超变果实,/items/17,1040046,黄金·爱心果,2,2,发芽,4800,plant/model/v4/gold/Crop_46_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_46_2.png
超变果实,/items/17,1040046,黄金·爱心果,3,3,小叶子,4800,plant/model/v4/gold/Crop_46_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_46_3.png
超变果实,/items/17,1040046,黄金·爱心果,4,4,大叶子,7200,plant/model/v4/gold/Crop_46_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_46_4.png
超变果实,/items/17,1040046,黄金·爱心果,5,5,初熟,7200,plant/model/v4/gold/Crop_46_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_46_5.png
超变果实,/items/17,1040046,黄金·爱心果,6,6,成熟,0,plant/model/v4/gold/Crop_46_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_46_6.png
超变果实,/items/17,1040416,黄金·哈哈南瓜,1,Seed,种子,17280,plant/model/v4/gold/Crop_416_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_416_Seed.png
超变果实,/items/17,1040416,黄金·哈哈南瓜,2,2,发芽,17280,plant/model/v4/Crop_416_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_416_2.png
超变果实,/items/17,1040416,黄金·哈哈南瓜,3,3,小叶子,17280,plant/model/v4/Crop_416_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_416_3.png
超变果实,/items/17,1040416,黄金·哈哈南瓜,4,4,大叶子,17280,plant/model/v4/Crop_416_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_416_4.png
超变果实,/items/17,1040416,黄金·哈哈南瓜,5,5,开花,17280,plant/model/v4/Crop_416_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_416_5.png
超变果实,/items/17,1040416,黄金·哈哈南瓜,6,6,成熟,0,plant/model/v4/Crop_416_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_416_6.png
超变果实,/items/17,1049001,黄金·哈哈小南瓜,1,Seed,种子,8640,plant/model/v4/gold/Crop_9001_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_9001_Seed.png
超变果实,/items/17,1049001,黄金·哈哈小南瓜,2,2,发芽,8640,,
超变果实,/items/17,1049001,黄金·哈哈小南瓜,3,3,小叶子,8640,,
超变果实,/items/17,1049001,黄金·哈哈小南瓜,4,4,大叶子,8640,,
超变果实,/items/17,1049001,黄金·哈哈小南瓜,5,5,开花,8640,,
超变果实,/items/17,1049001,黄金·哈哈小南瓜,6,6,成熟,0,,
超变果实,/items/17,1040122,黄金·丁香花,1,Seed,种子,5760,plant/model/v4/gold/Crop_122_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_122_Seed.png
超变果实,/items/17,1040122,黄金·丁香花,2,2,发芽,5760,plant/model/v4/gold/Crop_122_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_122_2.png
超变果实,/items/17,1040122,黄金·丁香花,3,3,小叶子,5760,plant/model/v4/gold/Crop_122_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_122_3.png
超变果实,/items/17,1040122,黄金·丁香花,4,4,大叶子,5760,plant/model/v4/gold/Crop_122_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_122_4.png
超变果实,/items/17,1040122,黄金·丁香花,5,5,初熟,5760,plant/model/v4/gold/Crop_122_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_122_5.png
超变果实,/items/17,1040122,黄金·丁香花,6,6,成熟,0,plant/model/v4/gold/Crop_122_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_122_6.png
超变果实,/items/17,1040134,黄金·绿牡丹,1,Seed,种子,5760,plant/model/v4/gold/Crop_134_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_134_Seed.png
超变果实,/items/17,1040134,黄金·绿牡丹,2,2,发芽,5760,plant/model/v4/gold/Crop_134_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_134_2.png
超变果实,/items/17,1040134,黄金·绿牡丹,3,3,小叶子,5760,plant/model/v4/gold/Crop_134_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_134_3.png
超变果实,/items/17,1040134,黄金·绿牡丹,4,4,大叶子,5760,plant/model/v4/gold/Crop_134_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_134_4.png
超变果实,/items/17,1040134,黄金·绿牡丹,5,5,花蕾,5760,plant/model/v4/gold/Crop_134_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_134_5.png
超变果实,/items/17,1040134,黄金·绿牡丹,6,6,盛开,0,plant/model/v4/gold/Crop_134_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_134_6.png
超变果实,/items/17,1040139,黄金·糖槭树花,1,Seed,种子,8640,plant/model/v4/gold/Crop_139_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_139_Seed.png
超变果实,/items/17,1040139,黄金·糖槭树花,2,2,发芽,8640,plant/model/v4/gold/Crop_139_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_139_2.png
超变果实,/items/17,1040139,黄金·糖槭树花,3,3,小叶子,8640,plant/model/v4/gold/Crop_139_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_139_3.png
超变果实,/items/17,1040139,黄金·糖槭树花,4,4,大叶子,8640,plant/model/v4/gold/Crop_139_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_139_4.png
超变果实,/items/17,1040139,黄金·糖槭树花,5,5,花蕾,8640,plant/model/v4/gold/Crop_139_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_139_5.png
超变果实,/items/17,1040139,黄金·糖槭树花,6,6,盛开,0,plant/model/v4/gold/Crop_139_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_139_6.png
超变果实,/items/17,1040140,黄金·象牙红,1,Seed,种子,8640,plant/model/v4/gold/Crop_140_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_140_Seed.png
超变果实,/items/17,1040140,黄金·象牙红,2,2,发芽,8640,plant/model/v4/gold/Crop_140_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_140_2.png
超变果实,/items/17,1040140,黄金·象牙红,3,3,小叶子,8640,plant/model/v4/gold/Crop_140_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_140_3.png
超变果实,/items/17,1040140,黄金·象牙红,4,4,大叶子,8640,plant/model/v4/gold/Crop_140_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_140_4.png
超变果实,/items/17,1040140,黄金·象牙红,5,5,花蕾,8640,plant/model/v4/gold/Crop_140_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_140_5.png
超变果实,/items/17,1040140,黄金·象牙红,6,6,盛开,0,plant/model/v4/gold/Crop_140_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_140_6.png
超变果实,/items/17,1040144,黄金·七里香,1,Seed,种子,2400,plant/model/v4/gold/Crop_144_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_144_Seed.png
超变果实,/items/17,1040144,黄金·七里香,2,2,发芽,2400,plant/model/v4/gold/Crop_144_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_144_2.png
超变果实,/items/17,1040144,黄金·七里香,3,3,小叶子,2400,plant/model/v4/gold/Crop_144_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_144_3.png
超变果实,/items/17,1040144,黄金·七里香,4,4,大叶子,3600,plant/model/v4/gold/Crop_144_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_144_4.png
超变果实,/items/17,1040144,黄金·七里香,5,5,初熟,3600,plant/model/v4/gold/Crop_144_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_144_5.png
超变果实,/items/17,1040144,黄金·七里香,6,6,成熟,0,plant/model/v4/gold/Crop_144_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_144_6.png
超变果实,/items/17,1040154,黄金·月桂花,1,Seed,种子,2400,plant/model/v4/gold/Crop_154_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_154_Seed.png
超变果实,/items/17,1040154,黄金·月桂花,2,2,发芽,2400,plant/model/v4/gold/Crop_154_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_154_2.png
超变果实,/items/17,1040154,黄金·月桂花,3,3,小叶子,2400,plant/model/v4/gold/Crop_154_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_154_3.png
超变果实,/items/17,1040154,黄金·月桂花,4,4,大叶子,3600,plant/model/v4/gold/Crop_154_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_154_4.png
超变果实,/items/17,1040154,黄金·月桂花,5,5,花蕾,3600,plant/model/v4/gold/Crop_154_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_154_5.png
