category_name,category_href,type,item_id,name,level,rarity,rarity_color,price,price_id,max_count,max_own,can_use,duration,asset_name,icon_file,icon_url,icon_res,desc,effect_desc,interaction_type,jumps,layer,target_id,sell_cond,ware_scale,phase_count,phase_names,phase_paths
超变果实,/items/17,17,1040140,黄金·象牙红,200,2,A8C1F4,,,99999,999990,,,gold/Crop_140,plant/model/v4/gold/Crop_140_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_140_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,,,,,,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/gold/Crop_140_Seed.png|plant/model/v4/gold/Crop_140_2.png|plant/model/v4/gold/Crop_140_3.png|plant/model/v4/gold/Crop_140_4.png|plant/model/v4/gold/Crop_140_5.png|plant/model/v4/gold/Crop_140_6.png
超变果实,/items/17,17,1040144,黄金·七里香,200,2,A8C1F4,,,99999,999990,,,gold/Crop_144,plant/model/v4/gold/Crop_144_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_144_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,,,,,,6,种子|发芽|小叶子|大叶子|初熟|成熟,plant/model/v4/gold/Crop_144_Seed.png|plant/model/v4/gold/Crop_144_2.png|plant/model/v4/gold/Crop_144_3.png|plant/model/v4/gold/Crop_144_4.png|plant/model/v4/gold/Crop_144_5.png|plant/model/v4/gold/Crop_144_6.png
超变果实,/items/17,17,1040154,黄金·月桂花,200,2,A8C1F4,,,99999,999990,,,gold/Crop_154,plant/model/v4/gold/Crop_154_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_154_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,,,,,,6,种子|发芽|小叶子|大叶子|花蕾|开花,plant/model/v4/gold/Crop_154_Seed.png|plant/model/v4/gold/Crop_154_2.png|plant/model/v4/gold/Crop_154_3.png|plant/model/v4/gold/Crop_154_4.png|plant/model/v4/gold/Crop_154_5.png|plant/model/v4/gold/Crop_154_6.png
超变果实,/items/17,17,1040263,黄金·天竺葵,200,2,A8C1F4,,,99999,999990,,,gold/Crop_263,plant/model/v4/gold/Crop_263_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_263_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,,,,,,6,种子|发芽|小叶|大叶|花蕾|开花,plant/model/v4/gold/Crop_263_Seed.png|plant/model/v4/gold/Crop_263_2.png|plant/model/v4/gold/Crop_263_3.png|plant/model/v4/gold/Crop_263_4.png|plant/model/v4/gold/Crop_263_5.png|plant/model/v4/gold/Crop_263_6.png
超变果实,/items/17,17,1040269,黄金·桔梗花,200,2,A8C1F4,,,99999,999990,,,gold/Crop_269,plant/model/v4/gold/Crop_269_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_269_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,,,,,,6,种子|发芽|小叶子|大叶子|开花|成熟,plant/model/v4/gold/Crop_269_Seed.png|plant/model/v4/gold/Crop_269_2.png|plant/model/v4/gold/Crop_269_3.png|plant/model/v4/gold/Crop_269_4.png|plant/model/v4/gold/Crop_269_5.png|plant/model/v4/gold/Crop_269_6.png
超变果实,/items/17,17,1040199,黄金·石莲花,200,3,B09DED,,,99999,999990,,,gold/Crop_199,plant/model/v4/gold/Crop_199_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_199_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,,,,,,6,种子|发芽|小叶子|大叶子|初熟|成熟,plant/model/v4/gold/Crop_199_Seed.png|plant/model/v4/gold/Crop_199_2.png|plant/model/v4/gold/Crop_199_3.png|plant/model/v4/gold/Crop_199_4.png|plant/model/v4/gold/Crop_199_5.png|plant/model/v4/gold/Crop_199_6.png
超变果实,/items/17,17,1040262,黄金·帝王花,200,3,B09DED,,,99999,999990,,,gold/Crop_262,plant/model/v4/gold/Crop_262_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_262_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,,,,,,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/gold/Crop_262_Seed.png|plant/model/v4/gold/Crop_262_2.png|plant/model/v4/gold/Crop_262_3.png|plant/model/v4/gold/Crop_262_4.png|plant/model/v4/gold/Crop_262_5.png|plant/model/v4/gold/Crop_262_6.png
超变果实,/items/17,17,1040223,黄金·夏蜡梅,200,3,B09DED,,,99999,999990,,,gold/Crop_223,plant/model/v4/gold/Crop_223_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_223_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,,,,,,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/gold/Crop_223_Seed.png|plant/model/v4/gold/Crop_223_2.png|plant/model/v4/gold/Crop_223_3.png|plant/model/v4/gold/Crop_223_4.png|plant/model/v4/gold/Crop_223_5.png|plant/model/v4/gold/Crop_223_6.png
超变果实,/items/17,17,1040185,黄金·似何莲,200,2,A8C1F4,,,99999,999990,,,gold/Crop_185,plant/model/v4/gold/Crop_185_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_185_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,[48],,,,,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/gold/Crop_185_Seed.png|plant/model/v4/gold/Crop_185_2.png|plant/model/v4/gold/Crop_185_3.png|plant/model/v4/gold/Crop_185_4.png|plant/model/v4/gold/Crop_185_5.png|plant/model/v4/gold/Crop_185_6.png
超变果实,/items/17,17,1040267,黄金·地涌金莲,200,3,B09DED,,,99999,999990,,,gold/Crop_267,plant/model/v4/gold/Crop_267_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_267_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,[48],,,,,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/gold/Crop_267_Seed.png|plant/model/v4/gold/Crop_267_2.png|plant/model/v4/gold/Crop_267_3.png|plant/model/v4/gold/Crop_267_4.png|plant/model/v4/gold/Crop_267_5.png|plant/model/v4/gold/Crop_267_6.png
超变果实,/items/17,17,1040133,黄金·凤仙花,200,2,A8C1F4,,,99999,999990,,,gold/Crop_133,plant/model/v4/gold/Crop_133_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_133_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,[47],,,,,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/gold/Crop_133_Seed.png|plant/model/v4/gold/Crop_133_2.png|plant/model/v4/gold/Crop_133_3.png|plant/model/v4/gold/Crop_133_4.png|plant/model/v4/gold/Crop_133_5.png|plant/model/v4/gold/Crop_133_6.png
超变果实,/items/17,17,1040176,黄金·金银花,200,2,A8C1F4,,,99999,999990,,,gold/Crop_176,plant/model/v4/gold/Crop_176_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_176_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,[47],,,,,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/gold/Crop_176_Seed.png|plant/model/v4/gold/Crop_176_2.png|plant/model/v4/gold/Crop_176_3.png|plant/model/v4/gold/Crop_176_4.png|plant/model/v4/gold/Crop_176_5.png|plant/model/v4/gold/Crop_176_6.png
超变果实,/items/17,17,1040186,黄金·米兰,200,2,A8C1F4,,,99999,999990,,,gold/Crop_186,plant/model/v4/gold/Crop_186_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_186_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,[47],,,,,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/gold/Crop_186_Seed.png|plant/model/v4/gold/Crop_186_2.png|plant/model/v4/gold/Crop_186_3.png|plant/model/v4/gold/Crop_186_4.png|plant/model/v4/gold/Crop_186_5.png|plant/model/v4/gold/Crop_186_6.png
超变果实,/items/17,17,1040251,黄金·鹭草,200,2,A8C1F4,,,99999,999990,,,gold/Crop_251,plant/model/v4/gold/Crop_251_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_251_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,[47],,,,,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/gold/Crop_251_Seed.png|plant/model/v4/gold/Crop_251_2.png|plant/model/v4/gold/Crop_251_3.png|plant/model/v4/gold/Crop_251_4.png|plant/model/v4/gold/Crop_251_5.png|plant/model/v4/gold/Crop_251_6.png
超变果实,/items/17,17,1041044,黄金·繁星花,200,3,B09DED,,,99999,999990,,,gold/Crop_1044,plant/model/v4/gold/Crop_1044_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1044_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,[47],,,,,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/gold/Crop_1044_Seed.png|plant/model/v4/gold/Crop_1044_2.png|plant/model/v4/gold/Crop_1044_3.png|plant/model/v4/gold/Crop_1044_4.png|plant/model/v4/gold/Crop_1044_5.png|plant/model/v4/gold/Crop_1044_6.png
超变果实,/items/17,17,1041038,黄金·香彩雀,200,3,B09DED,,,99999,999990,,,gold/Crop_1038,plant/model/v4/gold/Crop_1038_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1038_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,[47],,,,,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/gold/Crop_1038_Seed.png|plant/model/v4/gold/Crop_1038_2.png|plant/model/v4/gold/Crop_1038_3.png|plant/model/v4/gold/Crop_1038_4.png|plant/model/v4/gold/Crop_1038_5.png|plant/model/v4/gold/Crop_1038_6.png
超变果实,/items/17,17,1041474,黄金·荷青花,200,3,B09DED,,,99999,999990,,,gold/Crop_1474,plant/model/v4/gold/Crop_1474_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1474_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,[47],,,,,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/gold/Crop_1474_Seed.png|plant/model/v4/gold/Crop_1474_2.png|plant/model/v4/gold/Crop_1474_3.png|plant/model/v4/gold/Crop_1474_4.png|plant/model/v4/gold/Crop_1474_5.png|plant/model/v4/gold/Crop_1474_6.png
超变果实,/items/17,17,1040243,黄金·芹叶铁线莲,200,3,B09DED,,,99999,999990,,,gold/Crop_243,plant/model/v4/gold/Crop_243_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_243_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,[47],,,,,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/gold/Crop_243_Seed.png|plant/model/v4/gold/Crop_243_2.png|plant/model/v4/gold/Crop_243_3.png|plant/model/v4/gold/Crop_243_4.png|plant/model/v4/gold/Crop_243_5.png|plant/model/v4/gold/Crop_243_6.png
超变果实,/items/17,17,1041134,黄金·菖蒲,200,3,B09DED,,,99999,999990,,,gold/Crop_1134,plant/model/v4/gold/Crop_1134_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1134_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,[47],,,,,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/gold/Crop_1134_Seed.png|plant/model/v4/gold/Crop_1134_2.png|plant/model/v4/gold/Crop_1134_3.png|plant/model/v4/gold/Crop_1134_4.png|plant/model/v4/gold/Crop_1134_5.png|plant/model/v4/gold/Crop_1134_6.png
超变果实,/items/17,17,1046127,黄金·凌霄花,200,3,B09DED,,,99999,999990,,,gold/Crop_6127,plant/model/v4/gold/Crop_6127_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_6127_6.png,,黄金变异获得的果实，卖给商人后，可以获得金豆豆。,卖给商人后，可以获得金豆豆。,,[47],,,,,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/gold/Crop_6127_Seed.png|plant/model/v4/gold/Crop_6127_2.png|plant/model/v4/gold/Crop_6127_3.png|plant/model/v4/gold/Crop_6127_4.png|plant/model/v4/gold/Crop_6127_5.png|plant/model/v4/gold/Crop_6127_6.png
